,header.normalizedJobTitle,map.employerName,overview.revenue,overview.size,salary.salaries,reviews.val.reviewRatings.careerOpportunities,reviews.val.reviewRatings.compBenefits,reviews.val.reviewRatings.cultureValues,reviews.val.reviewRatings.overall,reviews.val.reviewRatings.seniorManagement,reviews.val.reviewRatings.worklifeBalance,reviews.val.summaryPoints.ceoApproval,rating.starRating,gaTrackerData.sector_Accounting & Legal,gaTrackerData.sector_Aerospace & Defense,gaTrackerData.sector_Agriculture & Forestry,"gaTrackerData.sector_Arts, Entertainment & Recreation",gaTrackerData.sector_Biotech & Pharmaceuticals,gaTrackerData.sector_Business Services,"gaTrackerData.sector_Construction, Repair & Maintenance",gaTrackerData.sector_Consumer Services,gaTrackerData.sector_Education,gaTrackerData.sector_Finance,gaTrackerData.sector_Government,gaTrackerData.sector_Health Care,gaTrackerData.sector_Information Technology,gaTrackerData.sector_Insurance,gaTrackerData.sector_Manufacturing,gaTrackerData.sector_Media,gaTrackerData.sector_Mining & Metals,gaTrackerData.sector_Non-Profit,"gaTrackerData.sector_Oil, Gas, Energy & Utilities",gaTrackerData.sector_Real Estate,"gaTrackerData.sector_Restaurants, Bars & Food Services",gaTrackerData.sector_Retail,gaTrackerData.sector_Telecommunications,gaTrackerData.sector_Transportation & Logistics,gaTrackerData.sector_Travel & Tourism,new_location_Australia,new_location_Canada,new_location_England,new_location_France,new_location_Germany,new_location_Poland,new_location_Scotland,new_location_USA,reviews.val.reviewerDuration_for less than a year,reviews.val.reviewerDuration_for more than 10 years,reviews.val.reviewerDuration_for more than 2 years,reviews.val.reviewerDuration_for more than 3 years,reviews.val.reviewerDuration_for more than 4 years,reviews.val.reviewerDuration_for more than 5 years,reviews.val.reviewerDuration_for more than 8 years,reviews.val.reviewerDuration_for more than a year,reviews.val.reviewerInformation_Current Employee,reviews.val.reviewerInformation_Former Employee
11,Assistant data analyst,BNP Paribas,7500000000,7501,144819.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12,Assistant data analyst,SeLoger,300000000,751,24617.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13,Assistant data analyst,BNP Paribas,7500000000,7501,24659.0,3.0,4.0,1.0,2.0,2.0,5.0,0.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14,Assistant data analyst,CANAL+,7500000000,7501,129800.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15,Assistant data engineer,Accor,7500000000,7501,79913.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16,Assistant data engineer,Bouygues Telecom,7500000000,7501,35426.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17,Assistant data scientist,Ubisoft,3500000000,7501,104822.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
18,Assistant data scientist,Ubisoft,3500000000,7501,131186.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,Assistant data scientist,BNP Paribas,7500000000,7501,135361.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,Assistant data scientist,BNP Paribas,7500000000,7501,28265.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,Assistant data scientist,numberly (1000mercis group),75000000,351,40624.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22,Assistant data scientist,CANAL+,7500000000,7501,66220.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
23,Assistant data scientist,Groupe Crédit Agricole,7500000000,7501,50085.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,associate business analyst,Gensuite,17500000,351,145034.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25,associate data analyst,Comscore,1500000000,3001,104244.0,4.0,3.0,5.0,4.0,3.0,2.0,1.0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
26,associate data analyst,Abbott TrueCare,3000000,7501,32847.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
27,associate data analyst,Comscore,1500000000,3001,128322.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28,associate data analyst,Abbott,750000000,50,40531.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,associate data analyst,Medtronic,7500000000,7501,10174.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30,associate data engineer intern,ResMed,3500000000,7501,80585.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
31,associate data engineer,EAB,300000000,751,41427.0,5.0,4.0,1.0,3.0,1.0,4.0,3.0,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
32,associate data engineer,EAB,300000000,751,112835.0,4.0,3.0,4.0,4.0,5.0,5.0,0.0,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
33,associate data scientist,PPL,7500000000,7501,132333.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
34,associate data scientist,PPL,7500000000,7501,68230.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
35,bi analyst IV,TRUSTED SHOPS,300000000,351,125255.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,bi analyst,SRA Staffing Solutions,17500000,126,42009.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37,bi analyst,Comdirect,300000000,3001,87441.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
38,bi analyst,Harnham,37500000,126,3237.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
39,bi analyst,Canadian Tire,7500000000,7501,134234.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,bi analyst,freenet,3500000000,3001,135977.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
41,bi analyst,Morneau Shepell,750000000,7501,82620.0,5.0,4.0,5.0,5.0,4.0,5.0,0.0,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,bi analyst,BRP,3500000000,7501,108538.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
43,bi analyst,2-10 Home Buyers Warranty,300000000,751,34086.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
44,bi analyst,CarGurus,750000000,751,105111.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
45,bi analyst,Drakkar,300000000,751,75632.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,bi analyst,JM Group,17500000,126,9559.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
47,bi analyst,Carlson Wagonlit Travel,3500000000,7501,9605.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48,bi analyst,CAA South Central Ontario,3000000,3001,91831.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
49,bi analyst,Discovery Holiday Parks,75000000,751,15357.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50,bi analyst,Ocado Group,1500000000,7501,139897.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51,bi analyst,b.telligent,17500000,126,140772.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
52,bi analyst,Volkswagen Group Services,300000000,7501,74312.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
53,bi analyst,mobilcom-debitel,1500000000,3001,97417.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
54,bi analyst,Canadian Tire,7500000000,7501,95575.0,4.0,4.0,5.0,5.0,3.0,5.0,1.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
55,bi analyst,MarketInvoice,7500000,126,114176.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
56,bi analyst,Process Technology Application,3000000,351,114340.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
57,bi analyst,Randstad,7500000000,7501,105440.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
58,bi analyst,mobilcom-debitel,1500000000,3001,125088.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
59,bi analyst,BRP,3500000000,7501,13859.0,5.0,3.0,5.0,5.0,5.0,2.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
60,bi analyst,Ocado Group,1500000000,7501,18906.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61,bi analyst,Drakkar,300000000,751,20708.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
62,bi analyst,Drakkar,300000000,751,21021.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
63,bi analyst,Ivanhoé Cambridge,750000000,3001,143596.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
64,bi analyst,AmerisourceBergen,7500000000,7501,51287.0,4.0,3.0,5.0,4.0,4.0,2.0,0.0,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65,bi analyst,Colorado Access,37500000,751,58474.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
66,bi analyst,MAXIMUS,1500000000,7501,107510.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
67,bi analyst,Idaho Central Credit Union,75000000,3001,119999.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
68,bi analyst,Cascades,3500000000,7501,131791.0,2.0,5.0,4.0,4.0,3.0,5.0,1.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
69,bi analyst,BRP,3500000000,7501,133518.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
70,bi analyst,CarGurus,750000000,751,59282.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
71,bi analyst,Air,500000,126,7098.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
72,bi analyst,Abrigo,300000000,351,23199.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
73,bi analyst,Receipt Bank,17500000,351,126401.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74,bi analyst,Levio,300000000,751,136595.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
75,bi analyst,SRA Staffing Solutions,17500000,126,140438.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
76,bi analyst,Innomar Strategies,300000000,751,99085.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
77,bi analyst,Carlson Wagonlit Travel,3500000000,7501,144306.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
78,bi analyst,Monese,37500000,351,19972.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79,bi analyst,Astreya Partners,75000000,3001,28791.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
80,bi analyst,Comdirect,300000000,3001,46245.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
81,bi analyst,Volkswagen Group Services,300000000,7501,27502.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
